004,3010,UNIVERSAL 900 MM 4 TRAMOS zzzz                               ,ANTENA              ,FELKO                                   , 10.50,          43.35
172,160/2       ,PEUGEOT 504-505 2000CC T/INDI- EL SOLENOIDE 4 AGUJ.          ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          46.65
172,160/3       ,PEUGEOT D.LIGERO BUJE GRANDE                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          81.69
172,160/4       ,PEUGEOT D.LIGERO BUJE CHICO                                  ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          81.69
172,160/5       ,PEUGEOT 504-505 2000CC T/INDIE L M/93                        ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          46.34
172,180,TAPA ALTER.TRAS PRESTOLITE                                   ,DIPRA               ,DIPRA                                   , 21.00,          59.40
172,181,TAPA ALTER.DEL.PRESTOLITE                                    ,DIPRA               ,DIPRA                                   , 21.00,          35.89
172,201,TAPA ALTER.DEL GAREF F125/128                                ,DIPRA               ,DIPRA                                   , 21.00,          36.60
172,202,TAPA ALTER.DEL GAREF DUNA/UNO/ FIORINO                       ,DIPRA               ,DIPRA                                   , 21.00,          36.60
172,210,FORD TRANSIT MAGNETTI MARELLI  ROVER ETC.                    ,DIPRA               ,DIPRA                                   , 21.00,          45.67
172,211,ART: 172            211                                      ,DIPRA               ,DIPRA                                   , 21.00,          46.96
172,220,ART: 172            220                                      ,DIPRA               ,DIPRA                                   , 21.00,          49.66
172,250,RASTROJERO INDENOR ARR.IME                                   ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          84.51
172,250/1       ,IME (DIF.ORIF.AUT.57MM)                                      ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          84.51
172,250/2       ,IME M/NUEVO                                                  ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          84.51
172,250/3       ,INDENOR T/INDIEL                                             ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          84.51
172,270,TAPA ALTER.DEL NASHVILLE 50/70 AMP                           ,DIPRA               ,DIPRA                                   , 21.00,          54.02
172,271,TAPA ALTER.DEL INDIEL 100AMP                                 ,DIPRA               ,DIPRA                                   , 21.00,          62.93
172,273,TAPA ALTER.DEL NASHVILLE 100AM                               ,DIPRA               ,DIPRA                                   , 21.00,          72.94
172,274,TAPA ALTER.DEL NASHVILLE 100AM                               ,DIPRA               ,DIPRA                                   , 21.00,          72.94
172,280,TAPA ALTER.DEL 75AMP BOSCH-WAP                               ,DIPRA               ,DIPRA                                   , 21.00,          79.69
172,281,TAPA ALTER.DEL 102/125AMP BOSC H-WAPSA                       ,DIPRA               ,DIPRA                                   , 21.00,          79.69
172,283,TAPA ALTER.DEL M.CUMMINS BOSCH -WAPSA 9121456008             ,DIPRA               ,DIPRA                                   , 21.00,          79.69
172,284,TAPA ALTER.DEL BOSCH-WAPSA                                   ,DIPRA               ,DIPRA                                   , 21.00,          42.89
172,285,TAPA DE ALT.DELANTERA                                        ,DIPRA               ,DIPRA                                   , 21.00,         126.93
172,287,TAP/PORTAESC.ARRAN.FRONTAL POR TAESCB.PLASTICA               ,DIPRA               ,DIPRA                                   , 21.00,          28.85
172,287C        ,TAP/PORTAESC.ARRAN.=287 C/CARB                               ,DIPRA               ,DIPRA                                   , 21.00,          40.29
172,287/B       ,TAP/PORTAESC.ARRAN.FRONTAL POR TAESC.BAQUELITA               ,DIPRA               ,DIPRA                                   , 21.00,          33.07
172,287BF       ,TAPA PORTAESCOBILLA ARR.INDIEL M100 FALCO/TAUNUS ETC.C/CARB. ,DIPRA               ,DIPRA                                   , 21.00,          48.77
172,287BFI      ,TAPA PORTAESCOBILLA ARR.INDIEL M100 FIAT 125 C/CARBONES      ,DIPRA               ,DIPRA                                   , 21.00,          49.95
172,287BT       ,TAPA PORTAESCOBILLA ARR.INDIEL M100 IKA/TORINO C/CARBONES    ,DIPRA               ,DIPRA                                   , 21.00,          50.18
172,297,ART: 172            297                                      ,DIPRA               ,DIPRA                                   , 21.00,          86.78
172,301,TAPA ALTER.TRAS F128/125 GAREF                               ,DIPRA               ,DIPRA                                   , 21.00,          47.23
172,302,TAPA ALTER.TRAS DUNA/UNO/FIORI NO GAREF                      ,DIPRA               ,DIPRA                                   , 21.00,          47.23
172,322,FIAT 673 CP3-BEDFORD M/75 T/IN DIEL                          ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          93.03
172,360,TAP/PORTAESC.ARRAN.M.INDENOR                                 ,DIPRA               ,DIPRA                                   , 21.00,          53.30
172,360/1       ,TAP/PORTAESC.ARRAN.INDENOR IME                               ,DIPRA               ,DIPRA                                   , 21.00,          53.30
172,365,TAP/PORTAESC.ARRAN.BORGW.BOSCH                               ,DIPRA               ,DIPRA                                   , 21.00,          60.73
172,369,ARR. GAREF CHEVROLET                                         ,DIPRA               ,DIPRA                                   , 21.00,          28.06
172,A02         ,ARAND/FIBRA 150 SURTIDAS                                     ,DIPRA               ,DIPRA                                   , 21.00,          12.11
172,370,TAP/PORTAESC.ARRAN.BISCH BRASI L,M.BENZ,ETC                  ,DIPRA               ,0
172,371,TAPA PORTAESCOBILLA DE ARRANQ.                               ,DIPRA               ,DIPRA                                   , 21.00,          42.31
172,372,TAPA PORTAESC.ARRANQ.WAPSA GOL -SAVEIRO DIESEL               ,DIPRA               ,DIPRA                                   , 21.00,          56.72
172,373,TAPA ALTER.TRAS 100AMP NASHVIL LE                            ,DIPRA               ,DIPRA                                   , 21.00,          71.84
172,374,TAPA ALTER.TRAS 100AMP NASHVIL LE                            ,DIPRA               ,DIPRA                                   , 21.00,          71.84
172,375,ART: 172            375                                      ,DIPRA               ,DIPRA                                   , 21.00,          24.94
172,380,TAPA ALTER.TRAS 75AMP BOSCH-WA PSA                           ,DIPRA               ,DIPRA                                   , 21.00,          91.37
172,380/R       ,TAPA ALTER.TRAS 75AMP P/R63003 C/SOP.BOSCH-WAPSA             ,DIPRA               ,DIPRA                                   , 21.00,          91.37
172,381,TAPA ALERT.TRAS 105/125AMP BOS CH-WAPSA                      ,DIPRA               ,DIPRA                                   , 21.00,          91.37
172,382,TAPAS ALTERNADOR                                             ,DIPRA               ,DIPRA                                   , 21.00,          91.37
172,385,TAPAS ALTERNADOR                                             ,DIPRA               ,DIPRA                                   , 21.00,         112.82
172,386,TAPAS ALTERNADOR                                             ,DIPRA               ,DIPRA                                   , 21.00,         112.82
172,390,TAPAS ALTERNADOR                                             ,DIPRA               ,DIPRA                                   , 21.00,          44.76
172,390/1       ,TAPAS ALTERNADOR                                             ,DIPRA               ,DIPRA                                   , 21.00,          44.76
172,391,TAPAS ALTERNADOR                                             ,DIPRA               ,DIPRA                                   , 21.00,          44.76
172,392,TAPAS ALTERNADOR                                             ,DIPRA               ,DIPRA                                   , 21.00,          44.76
172,393,TAPAS ALTERNADOR                                             ,DIPRA               ,DIPRA                                   , 21.00,          45.55
172,397,ART: 172            397                                      ,DIPRA               ,DIPRA                                   , 21.00,          90.79
172,501,PLACAS AUXILIARES ALT.INDIEL   38/55 AMP.                    ,DIPRA               ,DIPRA                                   , 21.00,          10.63
172,502,PLACAS AUXILIARES ALT.INDIEL   70 AMP.                       ,DIPRA               ,DIPRA                                   , 21.00,          13.29
172,504,PLACAS AUXILIARES ALT.INDIEL   90/100 AMP.                   ,DIPRA               ,DIPRA                                   , 21.00,          13.29
172,519,SOPORTE DINAMO FIAT 600                                      ,DIPRA               ,DIPRA                                   , 21.00,          16.35
172,520,SOPORTE DINAMO INF.FIAT 1500                                 ,DIPRA               ,DIPRA                                   , 21.00,           8.72
172,521,SOPORTE ALTERNADOR FIAT125                                   ,DIPRA               ,DIPRA                                   , 21.00,          22.20
172,522,SOPORTE ALTERNADOR FIAT128                                   ,DIPRA               ,DIPRA                                   , 21.00,          17.14
172,523,SOPORTE DISTRIB.PEUG.404                                     ,DIPRA               ,DIPRA                                   , 21.00,          22.20
172,524,SOPORTE DISTRIB.PEUG.504                                     ,DIPRA               ,DIPRA                                   , 21.00,          24.24
172,525,BASE FIJA DSITRIB.FIAT 600                                   ,DIPRA               ,DIPRA                                   , 21.00,          12.36
172,552,PLACAS AUXILIARES ALT.NASHVI - LLE 80/100 AMP.COBRE          ,DIPRA               ,DIPRA                                   , 21.00,          47.25
172,703,MERCEDES BENZ-PERKINS AN115                                  ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          27.15
172,704,RENAULT TRAFFIC INDIEL                                       ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          29.62
172,705,RENAULT TS-12                                                ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          28.00
172,1000,FIAT 600 TODOS (SOL.3AGUJ.)T/G AREF                          ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          40.56
172,1016,ARR.BNG 12V-24V                                              ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         103.66
172,1017,ARR.BNG CONICA (SIN OREJA)                                   ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         103.66
172,1027,JEEP-ESTANCIERA-KAISER                                       ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          62.33
172,1027/1      ,JEEP-ESTANCIERA REFORMA AN115                                ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          87.50
172,1027/2      ,JEEP CONTINENTAL DER.REF.AN115                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          87.50
172,1027/2F     ,JEEP M/CONTINENTAL -HIERRO-                                  ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          96.39
172,1040,CUBREIMPULSOR BRDFORD-CHEVROLE T-AN 115                      ,DIPRA               ,DIPRA                                   , 21.00,          81.88
172,1045,MOTOR BELARUZ REF.AN115                                      ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         144.08
172,1046,MOTOR RUSLAN REF.AN115                                       ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         144.08
172,1047,FIAT CAMION 619 REFORMA AN115                                ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         167.63
172,1048,FIAT TRACTOR REF.AN115                                       ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         156.67
172,1048/1      ,FIAT TRACTOR REF.AN115 UNIVER- SAL-GROSI (T.D.LIGERO)        ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         156.67
172,1049,CAMION 3 STAR-JUEJIN REF.DIPRA                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         120.13
172,1050,MITSUBISHI CANTER REF.DIPRA                                  ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         120.13
172,1051,AUTOELEVADOR NISSAN NAFTA                                    ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          88.36
172,1052,NISSAN 4 Y 6 CILINDROS                                       ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         120.13
172,1053,NISSAN 4 CIL.                                                ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         120.13
172,1054,MOTOR SCANIA REF.AN115                                       ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         167.63
172,1055,CAMION SANXING REF.DIPRA                                     ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         128.55
172,1056,FIAT 619 N1 REF.AN115 (R/MARE- LLI)                          ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         210.23
172,1057,TOYOTA REF.DIPRA                                             ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         141.40
172,1058,TOYOTA C/NIPPONDENSO                                         ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         141.40
172,1059,REF.AN115 JHON DEERE 1800                                    ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         192.83
172,1060,REF.AN115 M.BENZ SUPER TORQUE                                ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         203.84
172,1061,GROSSPAL CAMION C/MOT.NISSAN                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         128.55
172,1064,JHON DEERE 445 REF.AN115                                     ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         234.33
172,1066,CAMION TATA REF.AN115                                        ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         134.67
172,1075,ART: 172           1075                                      ,DIPRA               ,DIPRA                                   , 21.00,         109.06
172,1100,PEUGEOT 404-504 T/GAREF                                      ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          45.67
172,101159,RENAULT TRAFIC DIESEL INDIEL                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         509.47
172,1158,RENAULT 9-11-18 ARR.BOSCH                                    ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          63.33
172,101160,RENAULT 12-18 T/ARGELITE                                     ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         386.41
172,101161,RENAULT 12-18 T/INDIEL M/93'                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         326.28
172,101162,RENAULT TRAFIC-18 MOT.1400 IND IEL                           ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         357.06
172,101163,RENAULT 11-18 MOT.1600 ARR.IND IEL                           ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         364.60
172,101163/1    ,ART: 172         1163/1                                      ,DIPRA               ,DIPRA                                   , 21.00,         360.77
172,101164,FORD FALCON-FAIRLANE 62/67 T.- INDIEL                        ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         721.78
172,101165,FORD TAUNUS T.INDIEL                                         ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         463.13
172,101167,FORD MOTOR MWM REFORMA AN115                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         993.62
172,1240,PERKINS 6354/FORD 7000 AN115                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          87.32
172,1305,PERKINS 6305-4203 T.INDIEL AN- 115                           ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          81.04
172,1307,M.BENZ 608-J.DEERE-FIAT-DEUTZ- ARR.INDIEL                    ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          90.66
172,1325,FIAT 128 T/GAREF                                             ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          45.80
172,1326,FIAT 128 S/EUROPA-DUNA-UNO                                   ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          45.80
172,1327,FIAT 133 T/GAREF                                             ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          62.54
172,1328,FIAT 147-DUNA-FIORINO MARELLI                                ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          52.32
172,1329,FIAT 147-DUNA-UNO-FIORIN.GAREF                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          45.80
172,1330,FIAT DUNA-UNO 1.5 /R9-11 BOSCH                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          49.39
172,1331,FIAT 147-UNO-DUNA BOSCH                                      ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          49.39
172,1332,FORD 1.6 /VW GOL-SENDA T.BOSCH                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          49.39
172,1333,FIAT PALIO-SIENA                                             ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          61.40
172,1334,FIAT DUCATO 1.9-2.5 M.MARELLI                                ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         116.19
172,1383,MERCEDES BENZ ARR.BOSCH J.F.                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          97.33
172,1384,ART: 172           1384                                      ,DIPRA               ,DIPRA                                   , 21.00,         113.40
172,1385,MERCEDES BENZ ARR.BOSCH JF 608                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          97.33
172,1386,ART: 172           1386                                      ,DIPRA               ,DIPRA                                   , 21.00,         121.13
172,1387,ART: 172           1387                                      ,DIPRA               ,DIPRA                                   , 21.00,         129.63
172,1405,PERKINS ARR.NASHVILLE                                        ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         104.22
172,1420,MERCEDES BENZ ARR.NASHVILLE                                  ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         104.22
172,1426,DEUTZ 913-REF AN115 T/INDIEL                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          82.02
172,1427,DEUTZ 70/85-FHAR  REF.AN115                                  ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         131.35
172,1428,DEUTZ ARR NASHVILLE                                          ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         119.26
172,1429,DEUTZ TIPO BOSCH                                             ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         112.59
172,1469,REEMPLAZO BNG-CAV                                            ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         248.12
172,1470,FIAT 450-SOMECA REF.AN115                                    ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         249.82
172,1472,FIAT 411 REF.DIPRA TIPO AN115                                ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          97.97
172,1473,FIAT TRACTOR 400-411-500-500S- U25                           ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          87.30
172,1474,FIAT 150 TURBO-T/INDIEL                                      ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         115.61
172,1475,FIAT 150 TURBO-T/NASHVILLE                                   ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         118.95
172,1476,FIAT 150 TURBO T/BOSCH                                       ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         116.33
172,1476/I      ,FIAT IVECO TIPO BOSCH                                        ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         116.33
172,1562,RAMBLER-TORINO 300L-300S                                     ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          59.92
172,1591,PERKINS J.DEERE T.INDIEL M/V                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          95.67
172,1649,MERCEDES BENZ INDIEL AN115 D78                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          82.02
172,1649/1      ,MERCEDES BENZ ARR.INDIEL M/V                                 ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          84.60
172,1704,DODGE-DE SOTO (1752392) 3AGUJ.                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          65.55
172,1704/1      ,D100/400 1957/8 SOPORTE 2 AGUJ                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          68.06
172,1710,DODGE 1500 - VW TRIA D/80x                                   ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          52.55
172,1711,DODGE 1500 - VW GAREF                                        ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          52.55
172,1712,VW GOL-SENDA-SAVEIRO BOSCH                                   ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          52.55
172,1714,NISSAN NAFTA TIPO BOSCH                                      ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          59.55
172,1715,VW GOL-SENDA-SAVEIRO WAPSA                                   ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          80.11
172,1780,FIAT 780 24V REF.AN115                                       ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         237.88
172,1800,PEUGEOT 504-505 2000CC T/GAREF                               ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,          45.67
172,101068,ART: 172        10-1068                                      ,CUBREIMPULSOR       ,DIPRA                                   , 21.00,         827.60
172,AI12        ,ART: 172          AI-12                                      ,DIPRA               ,DIPRA                                   , 21.00,           3.61
172,300158,MOTOR ARRANQUE R4/6/12 INDIEL  DACIA MOD.VIEJO               ,DIPRA               ,DIPRA                                   , 21.00,         599.30
172,300158/I    ,MOTOR ARRANQUE R12/18 1.4                                    ,DIPRA               ,DIPRA                                   , 21.00,         592.19
172,30106/1     ,MOTOR ARRANQUE RASTR BORG REF  AN115                         ,DIPRA               ,DIPRA                                   , 21.00,         936.33
172,30106/2     ,MOTOR ARRANQUE M.INDENOR REF A N 115                         ,DIPRA               ,DIPRA                                   , 21.00,         936.33
172,30160/3     ,PEUGEOT DIESEL LIG.XN1                                       ,DIPRA               ,DIPRA                                   , 21.00,         936.33
172,30160/4     ,MOTORES DE ARRANQUE                                          ,DIPRA               ,DIPRA                                   , 21.00,         936.33
172,300322,MOTOR ARRANQUE FIAT673CP-3 24V                               ,DIPRA               ,DIPRA                                   , 21.00,        8501.91
172,300322/10   ,FIAT 900-1100 6CIL.24V IMP.Z10                               ,DIPRA               ,DIPRA                                   , 21.00,         974.15
172,301027,MOTOR ARRANQUE CONTINENTAL                                   ,DIPRA               ,DIPRA                                   , 21.00,        8307.31
172,301027/B    ,MOTOR DE ARRANQUE                                            ,DIPRA               ,DIPRA                                   , 21.00,        1184.76
172,301027/D    ,MOTOR CONTINENTAL AUTOELEVADOR                               ,DIPRA               ,DIPRA                                   , 21.00,         955.07
172,301040,MOTOR ARRANQUE BEDFORD CIMARRO                               ,DIPRA               ,DIPRA                                   , 21.00,        8162.76
172,301045,MOTOR ARRANQUE BELARUZ 12V                                   ,DIPRA               ,DIPRA                                   , 21.00,        8375.73
172,301046,MOTOR ARRANQUE RUSLAN 4CIL 12V                               ,DIPRA               ,DIPRA                                   , 21.00,        8362.40
172,301047,MOTOR ARRANQUE FIAT 619 REF AN 115 REEM FKB                  ,DIPRA               ,DIPRA                                   , 21.00,        9492.80
172,301048,MOTOR ARRANQUE TRACTOR UNIV12V                               ,DIPRA               ,DIPRA                                   , 21.00,        8739.46
172,301049,MOTOR ARRANQUE REF AN 115 CAMI ON 3 STAR JUEJIN 24V          ,DIPRA               ,DIPRA                                   , 21.00,        8516.82
172,301050,MOTOR ARRANQUE REF MITSUBISHI  CANTER                        ,DIPRA               ,DIPRA                                   , 21.00,        8454.74
172,301051,MOTOR ARRANQUE REF AUTOEL.MITS UBISHI NAFTERO                ,DIPRA               ,DIPRA                                   , 21.00,        5416.84
172,301052,MOTOR ARRANQUE REF NISSAN 6CIL                               ,DIPRA               ,DIPRA                                   , 21.00,        8666.32
172,301053,MOTOR ARRANQUE REF NISSAM 4CIL                               ,DIPRA               ,DIPRA                                   , 21.00,        1037.69
172,301054,MOTOR ARRANQUE REF MOT.SCANIA                                ,DIPRA               ,DIPRA                                   , 21.00,        9708.06
172,301055,MOTOR ARRANQUE SANXING REFAN11 5                             ,DIPRA               ,DIPRA                                   , 21.00,        8487.29
172,301056,MOTOR ARRANQUE FIAT 619 MOT N1 REE.MARELLI                   ,DIPRA               ,DIPRA                                   , 21.00,        9849.26
172,301057,MOTOR ARRANQUE MOT TOYOTA 24V                                ,DIPRA               ,DIPRA                                   , 21.00,        9658.13
172,301058,TOYOTA REEMP.NIPPONDENSO                                     ,DIPRA               ,DIPRA                                   , 21.00,        9585.83
172,301059,NISSAN LD20 4CIL.SOP.2 AGUJE.                                ,DIPRA               ,DIPRA                                   , 21.00,        8516.74
172,301060,AN115 MAQUINAS VIALES/EQUI.FKB                               ,DIPRA               ,DIPRA                                   , 21.00,       10222.58
172,301061,CAMION GROSSPAL MOT.NISSAN                                   ,DIPRA               ,DIPRA                                   , 21.00,        8703.25
172,301062,PERKINS INDUSTRIAL 12V                                       ,DIPRA               ,DIPRA                                   , 21.00,        8702.57
172,301063,JOHN DEERE 1800 12V                                          ,DIPRA               ,DIPRA                                   , 21.00,        9319.94
172,301064,JOHN DEERE 445 12V                                           ,DIPRA               ,DIPRA                                   , 21.00,        1339.64
172,301065,PALA HIDROMAC                                                ,DIPRA               ,DIPRA                                   , 21.00,        1172.94
172,301066,AN115 CAMION TATA                                            ,DIPRA               ,DIPRA                                   , 21.00,        8380.22
172,301067,AN115 CAMION JAC 24V Z11                                     ,DIPRA               ,DIPRA                                   , 21.00,        8516.74
172,301075,ART: 172         301075                                      ,DIPRA               ,DIPRA                                   , 21.00,        7982.97
172,301100,MOTOR ARRANQUE PEUG404/504 GAR                               ,DIPRA               ,DIPRA                                   , 21.00,         560.75
172,301159,MOTOR ARRANQUE TRAFIC R/INDIEL                               ,DIPRA               ,DIPRA                                   , 21.00,        8926.74
172,301164,MOTOR ARRANQUE FALCON M/V                                    ,DIPRA               ,DIPRA                                   , 21.00,        8728.24
172,301166,FORD 7000 MOTOR CUMMINS                                      ,DIPRA               ,DIPRA                                   , 21.00,        8276.76
172,301167,FORD MOTOR MWM 12V/24V                                       ,DIPRA               ,DIPRA                                   , 21.00,        8441.14
172,301240,MOTOR ARRANQUE PERKINS 6-354                                 ,DIPRA               ,DIPRA                                   , 21.00,        8438.00
172,301305,MOTOR ARRANQUE PERKINS 4-203 6 -305 12V                      ,DIPRA               ,DIPRA                                   , 21.00,        8186.12
172,301307,MOTOR ARRANQUE M.BENZ 608                                    ,DIPRA               ,DIPRA                                   , 21.00,        8299.21
172,301325,MOTOR ARRANQUE FIAT 128 GAREF                                ,DIPRA               ,DIPRA                                   , 21.00,         599.30
172,301326,MOTOR ARRANQUE FIAT 128S/E DUN                               ,DIPRA               ,DIPRA                                   , 21.00,         599.30
172,301329,MOTOR ARRANQUE FIORINO DUNA GA S GAREF                       ,DIPRA               ,DIPRA                                   , 21.00,         599.30
172,301383,MOTOR ARRANQUE M.BENZ T.BOSCH                                ,DIPRA               ,DIPRA                                   , 21.00,        8228.47
172,301384,ART: 172         301384                                      ,DIPRA               ,DIPRA                                   , 21.00,        8632.07
172,301385,MOTOR ARRANQUE T.BOSCH M.B.608                               ,DIPRA               ,DIPRA                                   , 21.00,        8229.90
172,301386,ART: 172         301386                                      ,DIPRA               ,DIPRA                                   , 21.00,        8437.04
172,301387,ART: 172         301387                                      ,DIPRA               ,DIPRA                                   , 21.00,        1033.91
172,301388,ART: 172         301388                                      ,DIPRA               ,DIPRA                                   , 21.00,        8778.50
172,301426,MOTOR ARRANQUE DEUTZ F6 L-913  24V                           ,DIPRA               ,DIPRA                                   , 21.00,        8484.55
172,301426/10   ,DEUTZ F4L-1114/2114 24V-12V                                  ,DIPRA               ,DIPRA                                   , 21.00,         936.33
172,301427,MOTOR ARRANQUE DEUTZ 70/85 FHA R 70/24V                      ,DIPRA               ,DIPRA                                   , 21.00,        8763.30
172,301430,ART: 172         301430                                      ,DIPRA               ,DIPRA                                   , 21.00,       11438.16
172,301468,ART: 172         301468                                      ,DIPRA               ,DIPRA                                   , 21.00,        8299.21
172,301469,MOTORES DE ARRANQUE                                          ,DIPRA               ,DIPRA                                   , 21.00,       10911.73
172,30146911,ART: 172      301469-11                                      ,DIPRA               ,DIPRA                                   , 21.00,        1360.79
172,301469/10   ,MOTOR DE ARRANQUE                                            ,DIPRA               ,DIPRA                                   , 21.00,       10928.07
172,301469I     ,MOTOR DE ARRANQUE                                            ,DIPRA               ,DIPRA                                   , 21.00,       11586.21
172,301470,MOTORES DE ARRANQUE                                          ,DIPRA               ,DIPRA                                   , 21.00,       11264.40
172,301471,MOTOR ARRANQUE FIAT U 25 GIRO  IZQ.12V                       ,DIPRA               ,DIPRA                                   , 21.00,        8954.05
172,301472,MOTOR ARRANQUE FIAT 411 24V                                  ,DIPRA               ,DIPRA                                   , 21.00,        8692.12
172,301473,MOTOR ARRANQUE FIAT TRACTOR 40 0/500 12V                     ,DIPRA               ,DIPRA                                   , 21.00,        8236.01
172,301474I     ,FIAT IVECO 12V                                               ,DIPRA               ,DIPRA                                   , 21.00,         983.17
172,301649,MOTOR ARRANQUE M.BENZ 608/1518                               ,DIPRA               ,DIPRA                                   , 21.00,        8260.40
172,301650,M.BENZ SUPER TORQUE 12V/24V                                  ,DIPRA               ,DIPRA                                   , 21.00,       10222.58
172,301711,MOTOR ARRANQUE D1500 T/GAREF                                 ,DIPRA               ,DIPRA                                   , 21.00,         599.30
172,301780,MOTORES DE ARRANQUE                                          ,DIPRA               ,DIPRA                                   , 21.00,       11313.65
172,301780R     ,MOTORES DE ARRANQUE                                          ,DIPRA               ,DIPRA                                   , 21.00,       11125.53
